Artist,Song,Album,Date
Lana Del Rey,Born To Die (Bonus Track Version),Video Games - Remastered,"September 19, 2018 at 05:41AM"
"Miguel, Tame Impala",Rogue Waves,waves - Tame Impala Remix,"September 19, 2018 at 01:09PM"
Imagine Dragons,"Zero (From the Original Motion Picture ""Ralph Breaks The Internet"")","Zero - From the Original Motion Picture ""Ralph Breaks The Internet""","September 20, 2018 at 11:05AM"
"Kygo, Miguel",Remind Me to Forget,Remind Me to Forget,"September 20, 2018 at 01:42PM"
"The Chainsmokers, Emily Warren",Memories...Do Not Open,My Type,"September 20, 2018 at 07:46PM"
alt-J,This Is All Yours,Nara,"September 20, 2018 at 08:04PM"
Childish Gambino,Summer Pack,Feels Like Summer,"September 22, 2018 at 12:31AM"
MISSIO,Loner,Everybody Gets High,"September 22, 2018 at 12:53PM"
RKCB,Short Films,Comatose,"September 22, 2018 at 12:59PM"
Sons Of The East,Already Gone,Fast and Slow,"September 22, 2018 at 01:23PM"
Matt Maeson,The Hearse,Cliffy,"September 22, 2018 at 01:24PM"
Purity Ring,another eternity,bodyache,"September 22, 2018 at 07:30PM"
Daughter,If You Leave,Youth,"September 22, 2018 at 08:59PM"
Unlike Pluto,Late Bloomer,I Tried Getting High,"September 23, 2018 at 12:15PM"
Unlike Pluto,Pluto Tapes,"Run, Bobby, Run","September 23, 2018 at 12:18PM"
Kweku Collins,"Say It Here, While It's Safe",Lonely Lullabies,"September 23, 2018 at 10:40PM"
Purity Ring,Shrines,Obedear,"September 24, 2018 at 04:14AM"
Purity Ring,Shrines,Belispeak,"September 24, 2018 at 04:14AM"
Ab-Soul,Do What Thou Wilt.,D.R.U.G.S.,"September 24, 2018 at 07:01AM"
"88rising, Joji, Rich Brian, Higher Brothers, AUGUST 08",Head In The Clouds,Midsummer Madness,"September 24, 2018 at 07:17AM"
Spooky Scary Skeletons,Spooky Scary Skeletons Halloween Party,Witch Doctor,"September 27, 2018 at 09:41AM"
FRND,Be Happy,Be Happy,"September 27, 2018 at 07:29PM"
The Beach Boys,Pet Sounds (Original Mono & Stereo Mix Versions),Wouldn't It Be Nice - Stereo Mix,"September 28, 2018 at 12:35PM"
The Beach Boys,That's Why God Made the Radio,Isn't It Time,"September 28, 2018 at 02:58PM"
Black Pool,Joven Pirata,Baby Please,"September 28, 2018 at 08:07PM"
The Amity Affliction,Misery,Kick Rocks,"September 30, 2018 at 01:32AM"
Sorority Noise,"Joy, Departed",Using,"September 30, 2018 at 01:47AM"
Chon,Grow,Can't Wait,"September 30, 2018 at 09:42AM"
Eagles,One Of These Nights (Remastered),One Of These Nights - Remastered,"September 30, 2018 at 02:51PM"
Felly,Wild Strawberries,Bring Me My Money,"October 1, 2018 at 12:40PM"
"Tech N9ne, Rittz, Mayday, Stevie Stone, CES Cru, B.o.B. /Krizz Kaliko",Something Else (All Access Edition),Colorado - Bonus Track,"October 1, 2018 at 08:57PM"
Panic! At The Disco,Pray For The Wicked,High Hopes,"October 2, 2018 at 01:51PM"
5 Seconds of Summer,Youngblood,Youngblood,"October 3, 2018 at 12:36AM"
The Palms,Sway,All4you,"October 3, 2018 at 11:51AM"
Foreign Air,Call off the Dogs,Call off the Dogs,"October 3, 2018 at 01:44PM"
flor,come out. you're hiding (deluxe),back again,"October 3, 2018 at 01:49PM"
HUNNY,Pain / Ache / Loving,Parking Lot,"October 3, 2018 at 02:08PM"
Oh The Larceny,Oh the Larceny,Can't Stop Me Now,"October 4, 2018 at 04:06PM"
"Lil Wayne, Kendrick Lamar",Tha Carter V,Mona Lisa (feat. Kendrick Lamar),"October 4, 2018 at 10:23PM"
XXXTENTACION,Revenge,YuNg BrAtZ,"October 4, 2018 at 11:00PM"
Sorority Noise,You're Not as _____ as You Think,A Portrait Of,"October 6, 2018 at 02:36PM"
Two Feet,A 20 Something Fuck,You Say,"October 8, 2018 at 12:05AM"
Vocal Few,The Dream Alive,The Corner Dwellers,"October 9, 2018 at 02:02AM"
Nathan Sykes,Unfinished Business (Deluxe),Good Things Come To Those Who Wait,"October 9, 2018 at 12:43PM"
Mac Miller,Macadelic (Remastered Edition),Angels (When She Shuts Her Eyes),"October 9, 2018 at 08:03PM"
"Young Thug, Young Stoner Life Records, Gunna, Lil Baby",Slime Language,Chanel (Go Get It) [feat. Gunna & Lil Baby],"October 9, 2018 at 09:14PM"
"Moneybagg Yo, Lil Durk",Heartless,Yesterday,"October 10, 2018 at 08:20PM"
"Wet, Branchez",11 Hours (Branchez Remix),11 Hours - Branchez Remix,"October 10, 2018 at 08:33PM"
The Underachievers,Evermore: The Art Of Duality,Chasing Faith,"October 11, 2018 at 01:12AM"
Majid Jordan,Majid Jordan,Small Talk,"October 11, 2018 at 01:12AM"
Netherfriends,Don't Be a Fuck Boy,Caroline (A Song Not About Fuck Boys),"October 11, 2018 at 03:32AM"
"Calvin Harris, Future, Khalid",Rollin,Rollin,"October 11, 2018 at 04:37AM"
Jordan Rakei,Wallflower,Hiding Place,"October 12, 2018 at 08:25PM"
Duke Dumont,Ocean Drive,Ocean Drive,"October 13, 2018 at 02:25PM"
Shoffy,somewhere between nostalgia and paradise,Goodnight,"October 14, 2018 at 09:09PM"
"iLL BLU, JP Cooper",Keep The Quiet Out,Oceans 2,"October 15, 2018 at 12:12AM"
Miguel,War & Leisure,Harem,"October 15, 2018 at 12:33AM"
Majid Jordan,All Over You,All Over You,"October 15, 2018 at 06:12PM"
"Lil Baby, Gunna",Drip Too Hard,Drip Too Hard,"October 16, 2018 at 12:06PM"
Quinn XCII,The Story of Us,Fake Denim,"October 16, 2018 at 12:12PM"
Billie Eilish,when the party's over,when the party's over,"October 17, 2018 at 02:07PM"
Imagine Dragons,Evolve,Yesterday,"October 17, 2018 at 04:46PM"
Jon Bellion,Conversations with my Wife,Conversations with my Wife,"October 19, 2018 at 12:39AM"
Lil Xan,Betrayed,Betrayed,"October 19, 2018 at 01:30AM"
Lil Xan,Slingshot,Slingshot,"October 19, 2018 at 01:34AM"
Travis Scott,ASTROWORLD,CAN'T SAY,"October 19, 2018 at 01:37AM"
Travis Scott,ASTROWORLD,STARGAZING,"October 19, 2018 at 01:41AM"
The-Dream,Love Vs Money,Rockin' That Thang - Album Version (Edited),"October 19, 2018 at 01:45AM"
"Young Thug, Elton John",On The Rvn,High (feat. Elton John),"October 19, 2018 at 01:47AM"
Rhye,Blood,Taste,"October 19, 2018 at 01:49AM"
Clairo,Pretty Girl,Pretty Girl,"October 19, 2018 at 01:55AM"
"Waka Flocka Flame, Roscoe Dash, Wale",No Hands (feat. Roscoe Dash & Wale),No Hands (feat. Roscoe Dash and Wale),"October 19, 2018 at 01:57AM"
Gucci Mane,El Gato: The Human Glacier,Rich Ass Junkie,"October 19, 2018 at 01:58AM"
Sheck Wes,MUDBOY,Mo Bamba,"October 19, 2018 at 02:01AM"
"Masego, FKJ",Tadow,Tadow,"October 19, 2018 at 03:14AM"
Judah & the Lion,Folk Hop N' Roll (Deluxe),Suit And Jacket,"October 19, 2018 at 03:08PM"
Mia Vaile,You Never Get Jealous,You Never Get Jealous,"October 19, 2018 at 03:13PM"
TeZATalks,STFD,STFD,"October 19, 2018 at 03:18PM"
Eminem,Kamikaze,Venom - Music From The Motion Picture,"October 19, 2018 at 05:01PM"
Michael Calfan,Treasured Soul (Radio Edit),Treasured Soul - Radio Edit,"October 20, 2018 at 02:26AM"
Nao,Bad Blood,Bad Blood,"October 20, 2018 at 11:27AM"
Moneybagg Yo,Federal 3X,Doin’ It,"October 20, 2018 at 01:07PM"
"Gucci Mane, Slim Jxmmi, Young Dolph",Mr. Davis,Stunting Ain't Nuthin (feat. Slim Jxmmi & Young Dolph),"October 20, 2018 at 01:23PM"
"Mustard, Travis Scott, YG",Dangerous World (feat. Travis Scott & YG),Dangerous World (feat. Travis Scott & YG),"October 20, 2018 at 01:31PM"
Tay-K,#SantanaWorld (+),The Race,"October 20, 2018 at 01:41PM"
"Zomboy, O.V, Trampa, Eptic",Neon Grave Remixed,Get With The Program - Eptic & Trampa Remix,"October 20, 2018 at 01:43PM"
"Lil Baby, Gunna, Drake",Drip Harder,"Never Recover (Lil Baby & Gunna, Drake)","October 20, 2018 at 01:44PM"
Lud Foe,No Hooks,Ambition of a Rider,"October 20, 2018 at 01:49PM"
Young Nudy,Nudy Land,Loaded Baked Potato,"October 20, 2018 at 01:59PM"
Playboi Carti,Playboi Carti,Yah Mean,"October 20, 2018 at 02:05PM"
"Famous Dex, Jay Critch, Lil Baby, Rich The Kid","Nervous (feat. Lil Baby, Jay Critch & Rich the Kid)","Nervous (feat. Lil Baby, Jay Critch & Rich the Kid)","October 20, 2018 at 02:10PM"
Drake,Views,Keep The Family Close,"October 21, 2018 at 12:37AM"
Cigarettes After Sex,Affection,Keep On Loving You,"October 22, 2018 at 09:20AM"
The Japanese House,Saw You In A Dream,Saw You In A Dream,"October 22, 2018 at 09:24AM"
Generationals,Catahoula Man,Catahoula Man,"October 22, 2018 at 02:19PM"
LEISURE,Leisure,Know You Better,"October 22, 2018 at 02:29PM"
"Jerry Folk, Rainsford",Purple Evenings,Purple Feelings (feat. Rainsford),"October 22, 2018 at 02:30PM"
DRAMA,Gallows,Fuck Dave,"October 22, 2018 at 02:35PM"
Lana Del Rey,Lust For Life,Heroin,"October 22, 2018 at 05:21PM"
Oh Wonder,Ultralife,Bigger Than Love,"October 22, 2018 at 05:48PM"
Tove Lo,BLUE LIPS (lady wood phase II),hey you got drugs?,"October 22, 2018 at 05:57PM"
Lil Wayne,Tha Carter V,Demon,"October 23, 2018 at 08:07PM"
Elder Island,Seeds in Sand,Black Fur,"October 28, 2018 at 06:07PM"
Be More Chill' Ensemble,Be More Chill (Original Cast Recording),Halloween,"October 28, 2018 at 06:14PM"
"Pierce The Veil, Kellin Quinn",Collide With The Sky,King For A Day,"October 28, 2018 at 11:09PM"
Majid Jordan,The Space Between,Not Ashamed,"October 29, 2018 at 09:22AM"
"Majid Jordan, dvsn",The Space Between,My Imagination (feat. dvsn),"October 29, 2018 at 09:29AM"
Majid Jordan,A Place Like This,Her,"October 29, 2018 at 10:54AM"
VHS Collection,Retrofuturism,I Can't Stand It,"November 4, 2018 at 08:25AM"
Brother KAMAU,TheKAMAU-CASSETTE: ŭRTH GōLD,LăVĭNDŭR,"November 4, 2018 at 10:51AM"
Bryce Vine,Drew Barrymore,Drew Barrymore,"November 6, 2018 at 08:11PM"
Bryce Vine,Lazy Fair,Sour Patch Kids,"November 7, 2018 at 09:43AM"
gianni & kyle,tension (prod. by kojo a.),tension (prod. by kojo a.),"November 7, 2018 at 09:57AM"
Ryan Caraveo,Ghost,Ghost,"November 7, 2018 at 11:14AM"
Ollie,If Only You Knew,If Only You Knew,"November 7, 2018 at 11:26AM"
Drake,Scorpion,Nonstop,"November 7, 2018 at 06:55PM"
"Joe Hertz, Amber-Simone, Cabu",Stay Lost (Cabu Remix),Stay Lost - Cabu Remix,"November 7, 2018 at 08:40PM"
Mac Miller,The Divine Feminine,Skin,"November 8, 2018 at 07:14PM"
XXXTENTACION,BAD,BAD,"November 9, 2018 at 01:03AM"
Imagine Dragons,Origins (Deluxe),Bullet In A Gun,"November 9, 2018 at 06:06PM"
Imagine Dragons,Origins (Deluxe),Birds,"November 9, 2018 at 06:10PM"
Imagine Dragons,Origins (Deluxe),Real Life,"November 9, 2018 at 06:21PM"
Imagine Dragons,Evolve,Whatever It Takes,"November 11, 2018 at 12:49AM"
Akurei,Ride Home,Ride Home,"November 12, 2018 at 05:15AM"
Bazzi,COSMIC,Soarin,"November 12, 2018 at 05:24AM"
Mac Ayres,Drive Slow,Easy,"November 12, 2018 at 05:36AM"
Vocal Few,The Dream Alive,Blue,"November 12, 2018 at 06:39AM"
"Shagabond, Noah",Arouse,Arouse,"November 12, 2018 at 06:40AM"
Pink Sweat$,Would You,Would You,"November 12, 2018 at 08:47AM"
Dawn Richard,jealousy,jealousy,"November 12, 2018 at 08:53AM"
Glass Animals,How To Be A Human Being,The Other Side Of Paradise,"November 12, 2018 at 09:38AM"
Bryce Vine,The Fall,The Fall,"November 13, 2018 at 01:24PM"
Halsey,Without Me,Without Me,"November 13, 2018 at 02:23PM"
"SiR, Etta Bond",November,Something New,"November 14, 2018 at 02:17PM"
Kevin Garrett,Refuse,Refuse,"November 14, 2018 at 02:18PM"
"Hypercolor, Che Ecru",Pretty (feat. Che Ecru),Pretty (feat. Che Ecru),"November 15, 2018 at 02:07PM"
Glass Animals,ZABA,Black Mambo,"November 15, 2018 at 08:36PM"
Mansionair,Easier,Easier,"November 15, 2018 at 08:38PM"
Bad Suns,This Was a Home Once,This Was a Home Once,"November 15, 2018 at 08:43PM"
Coast Modern,Guru,Guru,"November 15, 2018 at 08:45PM"
COIN,How Will You Know If You Never Try,Boyfriend,"November 15, 2018 at 08:47PM"
"NoMBe, Thutmose",Summer's Gone,Summer's Gone,"November 15, 2018 at 08:49PM"
San Cisco,When I Dream,When I Dream,"November 15, 2018 at 08:54PM"
Tom Misch,Geography,Movie,"November 16, 2018 at 05:45PM"
Glass Animals,ZABA (Deluxe),Flip,"November 16, 2018 at 06:16PM"
"Verzache, Swell",D97,Waiting for You,"November 16, 2018 at 06:25PM"
88GLAM,88GLAM RELOADED,12,"November 16, 2018 at 09:14PM"
Glass Animals,ZABA (Deluxe),Intruxx,"November 17, 2018 at 01:10PM"
Glass Animals,ZABA (Deluxe),Walla Walla,"November 17, 2018 at 01:10PM"
Glass Animals,ZABA (Deluxe),JDNT,"November 17, 2018 at 01:10PM"
Glass Animals,ZABA (Deluxe),Pools,"November 17, 2018 at 01:10PM"
Glass Animals,ZABA (Deluxe),Black Mambo - Stripped,"November 17, 2018 at 01:10PM"
Glass Animals,ZABA (Deluxe),Toes,"November 17, 2018 at 01:10PM"
Glass Animals,ZABA (Deluxe),Wyrd,"November 17, 2018 at 01:10PM"
Glass Animals,ZABA (Deluxe),Hazey,"November 17, 2018 at 01:10PM"
Glass Animals,ZABA (Deluxe),Hazey - Stripped,"November 17, 2018 at 01:10PM"
Glass Animals,ZABA (Deluxe),Cocoa Hooves,"November 17, 2018 at 01:10PM"
Glass Animals,ZABA (Deluxe),Gooey - Stripped,"November 17, 2018 at 01:10PM"
Glass Animals,ZABA (Deluxe),Gooey,"November 17, 2018 at 01:10PM"
Glass Animals,ZABA (Deluxe),Black Mambo,"November 17, 2018 at 01:10PM"
HUNNY,Pain / Ache / Loving,Parking Lot,"November 18, 2018 at 07:06PM"
The Japanese House,Saw You In A Dream,Count To Nine,"November 18, 2018 at 10:43PM"
Eric Bellinger,I Don't Want Her (feat. Problem) - Single,I Don't Want Her (feat. Problem),"November 19, 2018 at 02:19AM"
"Diplo, Sleepy Tom",Be Right There,Be Right There,"November 19, 2018 at 02:34AM"
THEY.,Nü Religion: HYENA,Say When,"November 19, 2018 at 07:21PM"
"Buddy, Khalid",Trippin' (feat. Khalid),Trippin' (feat. Khalid),"November 19, 2018 at 07:25PM"
Bebe Rexha,Expectations,I'm a Mess,"November 21, 2018 at 12:54AM"
Kweku Collins,"Say It Here, While It's Safe",Lonely Lullabies,"November 21, 2018 at 12:43PM"
Luke Christopher,HEART$,HEART$,"November 21, 2018 at 09:39PM"
Sarcastic Sounds,Losing Time,Losing Time,"November 21, 2018 at 09:41PM"
Judah & the Lion,Folk Hop N' Roll (Deluxe),Take It All Back 2.0,"November 21, 2018 at 09:43PM"
RKCB,Baptize,Baptize,"November 21, 2018 at 09:46PM"
"Mickey Valen, Feli Ferraro",Wildcard,Wildcard,"November 21, 2018 at 09:47PM"
flor,come out. you're hiding (deluxe),back again,"November 21, 2018 at 09:47PM"
Jack River,Sugar Mountain,Confess,"November 21, 2018 at 09:47PM"
Wild Party,Phantom Pop,OutRight,"November 21, 2018 at 09:48PM"
Adam Jensen,The Mystic,The Mystic,"November 21, 2018 at 09:48PM"
Lewis Del Mar,Lewis Del Mar,H.D.L.,"November 21, 2018 at 09:48PM"
Lewis Watson,deep the water,deep the water,"November 21, 2018 at 10:08PM"
"Roy Woods, Drake",Exis,Drama (feat. Drake),"November 22, 2018 at 05:22AM"
Roy Woods,Exis,Get You Good,"November 22, 2018 at 05:28AM"
"Roy Woods, 24hrs",Say Less,Take Time (feat. 24Hrs),"November 22, 2018 at 05:32AM"
"Roy Woods, PnB Rock, dvsn",Say Less,Balance (feat. dvsn & PnB Rock),"November 22, 2018 at 05:35AM"
Roy Woods,Waking at Dawn,Got Me,"November 22, 2018 at 05:38AM"
Roy Woods,Say Less,The Way You Sex,"November 22, 2018 at 05:53AM"
Roy Woods,Say Less,In the Club,"November 22, 2018 at 01:06PM"
Roy Woods,Say Less,What Are You On?,"November 22, 2018 at 10:52PM"
Roy Woods,Say Less,BB,"November 22, 2018 at 10:52PM"
Roy Woods,Say Less,Medusa,"November 22, 2018 at 10:52PM"
Roy Woods,Say Less,Glasses,"November 22, 2018 at 10:52PM"
Roy Woods,Say Less,B-Town,"November 22, 2018 at 10:52PM"
Roy Woods,Say Less,Undivided,"November 22, 2018 at 10:52PM"
Roy Woods,Say Less,Something New,"November 22, 2018 at 10:52PM"
Roy Woods,Say Less,Monday to Monday,"November 22, 2018 at 10:52PM"
Roy Woods,Say Less,Top Left,"November 22, 2018 at 10:52PM"
Roy Woods,Say Less,Little Bit of Lovin,"November 22, 2018 at 10:52PM"
Roy Woods,Say Less,Say Less,"November 22, 2018 at 10:52PM"
"Roy Woods, PARTYNEXTDOOR",Say Less,Back It Up (feat. PARTYNEXTDOOR),"November 22, 2018 at 10:52PM"
Roy Woods,Nocturnal,Involved,"November 23, 2018 at 05:40PM"
070 Shake,Glitter,Stranger,"November 24, 2018 at 03:10PM"
rei brown,Lovers I,Never Quite Right,"November 25, 2018 at 04:27PM"
Stephen,Sincerely,Mr. Man,"November 25, 2018 at 04:40PM"
RKCB,Enough,Enough,"November 25, 2018 at 04:47PM"
Ruel,Don't Tell Me,Don't Tell Me,"November 25, 2018 at 07:05PM"
Ruel,Dazed & Confused,Dazed & Confused,"November 25, 2018 at 07:05PM"
Token,Code Red,Code Red,"November 27, 2018 at 12:31PM"
"MAX, Hoodie Allen",Hell's Kitchen Angel,Gibberish,"November 27, 2018 at 01:36PM"
The Toyes,The Toyes,Smoke Two Joints,"November 27, 2018 at 01:41PM"
"Eminem, Royce Da 5'9""",Kamikaze,Not Alike (feat. Royce Da 5'9),"November 27, 2018 at 03:49PM"
Lil Uzi Vert,New Patek,New Patek,"November 27, 2018 at 11:42PM"
Stephen,Crossfire,Crossfire,"November 29, 2018 at 09:05AM"
Eminem,Kamikaze,The Ringer,"November 29, 2018 at 07:08PM"
"Daktyl, Aquilo",6 Letters,6 Letters,"November 30, 2018 at 07:12PM"
"R I T U A L, Skizzy Mars",Every Night Another But Not You,The Only One,"November 30, 2018 at 07:12PM"
APRE,All Yours,All Yours,"November 30, 2018 at 07:12PM"
The Hails,Younger,Younger,"November 30, 2018 at 07:20PM"
"Garrickson, Qole",With You,You Again,"November 30, 2018 at 07:36PM"
Brian Marc,The Extraordinary Pleasure of Being Someone Else.,Vertigo,"November 30, 2018 at 07:54PM"
Bruno Major,Easily,Easily,"November 30, 2018 at 09:14PM"
"Jay Rock, Kendrick Lamar",Redemption,Wow Freestyle (feat. Kendrick Lamar),"December 1, 2018 at 12:23AM"
RKCB,Naive,Naive,"December 1, 2018 at 06:28PM"
MKTO,How Can I Forget,How Can I Forget,"December 2, 2018 at 12:34AM"
Ski Mask The Slump God,STOKELEY,Foot Fungus,"December 3, 2018 at 09:39AM"
Glass Animals,ZABA,Gooey,"December 4, 2018 at 09:09PM"
"Glass Animals, Joey Bada$$",Lose Control,Lose Control,"December 4, 2018 at 10:09PM"
"070 Shake, 070Phi",Glitter,Somebody Like Me,"December 5, 2018 at 10:48AM"
Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,Marijuana,"December 5, 2018 at 05:57PM"
Lil Peep,"Come Over When You're Sober, Pt. 2",IDGAF,"December 5, 2018 at 06:54PM"
Lil Peep,"Come Over When You're Sober, Pt. 1",Better Off (Dying),"December 5, 2018 at 07:12PM"
"Lil Peep, Lil Tracy","Come Over When You're Sober, Pt. 1",Awful Things,"December 5, 2018 at 07:16PM"
Lil Peep,"Come Over When You're Sober, Pt. 1",U Said,"December 5, 2018 at 07:22PM"
Lil Peep,"Come Over When You're Sober, Pt. 1",The Brightside,"December 5, 2018 at 07:24PM"
Lil Peep,"Come Over When You're Sober, Pt. 1",Save That Shit,"December 5, 2018 at 07:28PM"
Lil Peep,Beamer Boy,Beamer Boy,"December 5, 2018 at 07:32PM"
XXXTENTACION,A GHETTO CHRISTMAS CAROL,A GHETTO CHRISTMAS CAROL,"December 5, 2018 at 07:42PM"
Ayo River,Failed State,White Dress,"December 5, 2018 at 07:55PM"
Troye Sivan,Blue Neighbourhood (Deluxe),FOOLS,"December 5, 2018 at 09:40PM"
Beyoncé,BEYONCÉ [Platinum Edition],Partition,"December 7, 2018 at 12:51AM"
Sasha Sloan,Ready Yet,Ready Yet,"December 7, 2018 at 01:45AM"
Yung Pinch,Pina Colada,Pina Colada,"December 7, 2018 at 01:14PM"
half•alive,still feel.,still feel.,"December 7, 2018 at 01:49PM"
"YG, Jay 305",STAY DANGEROUS,BULLETPROOF (feat. Jay 305),"December 9, 2018 at 06:29PM"
Joji,BALLADS 1,SLOW DANCING IN THE DARK,"December 9, 2018 at 06:44PM"
Post Malone,Stoney (Deluxe),Too Young,"December 10, 2018 at 12:43AM"
Two Feet,Lost The Game & I Want It,Lost The Game,"December 10, 2018 at 01:55PM"
"Louis Futon, Keiynan Lonsdale",Royal Blood,Royal Blood,"December 10, 2018 at 09:13PM"
rn,Hard Hearts,Hard Hearts,"December 10, 2018 at 09:17PM"
Caliph,How Do You Know,How Do You Know,"December 10, 2018 at 09:19PM"
Forrest.,Your Soul,Your Soul,"December 10, 2018 at 09:22PM"
Mo Lowda & the Humble,Creatures,New Tide,"December 11, 2018 at 12:27AM"
Havelin,"Alright, Alright, Okay",Medicine,"December 11, 2018 at 12:31AM"
Christopher Blake,Thoughts,Thoughts,"December 11, 2018 at 12:35AM"
The Holdup,Leaves in the Pool,Nothin's on Fire,"December 11, 2018 at 12:50AM"
Mallory Merk,MM & HH,North American Ride,"December 11, 2018 at 12:52AM"
Del Water Gap,High Tops,High Tops,"December 11, 2018 at 12:57AM"
BRIDGE,Wreck,Lost My Mind,"December 11, 2018 at 12:33PM"
Zachary Knowles,feelings,slow down my thoughts,"December 11, 2018 at 12:34PM"
Native Culture,Bodies Keep Warm,Bodies Keep Warm,"December 11, 2018 at 12:53PM"
Xuitcasecity,That Way,That Way,"December 11, 2018 at 04:01PM"
Mac Miller,Watching Movies with the Sound Off (Deluxe Edition),Watching Movies,"December 11, 2018 at 04:41PM"
Black Moth Super Rainbow,Dandelion Gum,Forever Heavy,"December 11, 2018 at 11:34PM"
"Roy Woods, MadeinTYO",Nocturnal,Instinct (feat. MadeinTYO),"December 13, 2018 at 12:07PM"
Joji,In Tongues (Deluxe),Will He,"December 13, 2018 at 06:19PM"
Lund,By My Side,By My Side,"December 13, 2018 at 06:28PM"
"mysticphonk, Lil Peep",Haunt U,Haunt U,"December 13, 2018 at 06:42PM"
Joji,In Tongues (Deluxe),I Don't Wanna Waste My Time,"December 13, 2018 at 06:42PM"
"Lil Peep, Lil Tracy",White Wine,White Wine,"December 13, 2018 at 08:26PM"
Lil Xan,Wake Up,Wake Up,"December 13, 2018 at 08:34PM"
Lil Happy Lil Sad,Let Me Die,Let Me Die,"December 13, 2018 at 08:36PM"
"Ronny J, Ski Mask The Slump God",OMGRONNY,Costa Rica (feat. Ski Mask The Slump God),"December 13, 2018 at 08:45PM"
guccihighwaters,post death,im so sick of this,"December 13, 2018 at 10:35PM"
"Pouya, Shakewell",Terminal Sex,Terminal Sex,"December 13, 2018 at 10:46PM"
Danger Incorporated,Are You Afraid of the Danger Boys?,Diamonds,"December 13, 2018 at 10:51PM"
Hasani,Navy Blue,Navy Blue,"December 13, 2018 at 11:42PM"
Lil Happy Lil Sad,Survive,Survive,"December 14, 2018 at 03:14AM"
"Lil Bo Weep, killedmyself",SOLOS,i wrote this song 4 u,"December 14, 2018 at 03:25AM"
"Lil Xan, Lil Skies",Lies (feat. Lil Skies),Lies (feat. Lil Skies),"December 14, 2018 at 03:28AM"
Lil Skies,Life of a Dark Rose,Cloudy Skies,"December 14, 2018 at 03:33AM"
Joji,In Tongues (Deluxe),Pills,"December 14, 2018 at 03:38AM"
Paris,ONE NIGHT IN PARIS,ANGEL,"December 14, 2018 at 03:45AM"
Lil Peep,"Come Over When You're Sober, Pt. 2",Broken Smile (My All),"December 14, 2018 at 07:52AM"
Lil Peep,"Come Over When You're Sober, Pt. 2",Sex with My Ex,"December 14, 2018 at 09:00AM"
Lil Peep,"Come Over When You're Sober, Pt. 2",Runaway,"December 14, 2018 at 09:00AM"
Lil Peep,"Come Over When You're Sober, Pt. 2",Hate Me,"December 14, 2018 at 09:00AM"
Lil Peep,"Come Over When You're Sober, Pt. 2",Fingers,"December 14, 2018 at 09:00AM"
"Lil Peep, XXXTENTACION","Come Over When You're Sober, Pt. 2",Falling Down - Bonus Track,"December 14, 2018 at 09:00AM"
Lil Peep,"Come Over When You're Sober, Pt. 2",Cry Alone,"December 14, 2018 at 09:00AM"
Lil Peep,"Come Over When You're Sober, Pt. 2",White Girl,"December 14, 2018 at 09:00AM"
Lil Peep,"Come Over When You're Sober, Pt. 2",Life is Beautiful,"December 14, 2018 at 09:00AM"
Lil Peep,"Come Over When You're Sober, Pt. 2",16 Lines,"December 14, 2018 at 09:00AM"
Lil Peep,"Come Over When You're Sober, Pt. 2",Leanin',"December 14, 2018 at 09:00AM"
"Lil Peep, ILoveMakonnen","Come Over When You're Sober, Pt. 2",Sunlight On Your Skin - Bonus Track,"December 14, 2018 at 09:00AM"
Elliot Moss,Boomerang,99,"December 14, 2018 at 11:38AM"
Elliot Moss,Highspeeds,Even Great Things,"December 14, 2018 at 12:08PM"
Phoenix,Bankrupt!,Chloroform,"December 14, 2018 at 12:44PM"
Björk,Homogenic (US Internet Release),Unravel,"December 14, 2018 at 01:20PM"
Lil Peep,"Come Over When You're Sober, Pt. 2",Sex with My Ex,"December 14, 2018 at 11:54PM"
Lil Peep,"Come Over When You're Sober, Pt. 2",Broken Smile (My All),"December 14, 2018 at 11:54PM"
Lil Peep,"Come Over When You're Sober, Pt. 2",Runaway,"December 14, 2018 at 11:54PM"
Lil Peep,"Come Over When You're Sober, Pt. 2",Hate Me,"December 14, 2018 at 11:54PM"
Lil Peep,"Come Over When You're Sober, Pt. 2",Fingers,"December 14, 2018 at 11:54PM"
"Lil Peep, XXXTENTACION","Come Over When You're Sober, Pt. 2",Falling Down - Bonus Track,"December 14, 2018 at 11:54PM"
Lil Peep,"Come Over When You're Sober, Pt. 2",Cry Alone,"December 14, 2018 at 11:54PM"
Lil Peep,"Come Over When You're Sober, Pt. 2",White Girl,"December 14, 2018 at 11:54PM"
Lil Peep,"Come Over When You're Sober, Pt. 2",Life is Beautiful,"December 14, 2018 at 11:54PM"
Lil Peep,"Come Over When You're Sober, Pt. 2",16 Lines,"December 14, 2018 at 11:54PM"
Lil Peep,"Come Over When You're Sober, Pt. 2",Leanin',"December 14, 2018 at 11:54PM"
"Lil Peep, ILoveMakonnen","Come Over When You're Sober, Pt. 2",Sunlight On Your Skin - Bonus Track,"December 14, 2018 at 11:54PM"
Lil Peep,"Come Over When You're Sober, Pt. 2",IDGAF,"December 14, 2018 at 11:54PM"
Lund,By My Side,By My Side,"December 15, 2018 at 04:38PM"
"Goody Grace, gnash",Infinite,Two Shots (feat. gnash),"December 15, 2018 at 04:57PM"
